hour,start_ts,end_ts,twitter_density,inst_density,total
0,1439942401,1439946001,0.0,12.708736828513425,12.708736828513425
1,1439946001,1439949601,1.138075155794531,0.7673352067165059,1.9054103625110366
2,1439949601,1439953201,0.0,1.5346704134330118,1.5346704134330118
3,1439953201,1439956801,0.0,0.7673352067165059,0.7673352067165059
4,1439956801,1439960401,0.0,0.0,0.0
5,1439960401,1439964001,0.0,2.753869017912988,2.753869017912988
6,1439964001,1439967601,0.0,6.444712254141624,6.444712254141624
7,1439967601,1439971201,1.0966445786831405,8.029525165787124,9.126169744470264
8,1439971201,1439974801,2.7556656284145693,14.578785726551176,17.334451354965747
9,1439974801,1439978401,1.8087775791550396,17.7294026953719,19.53818027452694
10,1439978401,1439982001,1.6859867384052623,18.3225024788894,20.008489217294663
11,1439982001,1439985601,2.443373351208946,19.052192630193122,21.495565981402066
12,1439985601,1439989201,6.220161703963242,17.222431952201134,23.442593656164377
13,1439989201,1439992801,2.1402175458558377,86.0586482747537,88.19886582060954
14,1439992801,1439996401,0.0,90.4132766240489,90.4132766240489
15,1439996401,1440000001,24.413403017723486,40.273560097575675,64.68696311529916
16,1440000001,1440003601,18.030317463626876,76.54901452295753,94.5793319865844
17,1440003601,1440007201,19.753536921779617,111.79734051096507,131.5508774327447
18,1440007201,1440010801,16.48795609799878,112.92791496696458,129.41587106496334
19,1440010801,1440014401,17.788880582602808,149.9400094828557,167.7288900654585
20,1440014401,1440018001,9.439166460914272,113.93868459944018,123.37785106035446
21,1440018001,1440021601,14.283216256106824,91.4933567765983,105.77657303270512
22,1440021601,1440025201,13.78041373498114,107.59079127826811,121.37120501324925
23,1440025201,1440028801,1.050123587899504,48.07473329293098,49.124856880830485
24,1440028801,1440032401,5.790662117965042,16.792722362810537,22.58338448077558
25,1440032401,1440036001,0.0,8.76685884337004,8.76685884337004
26,1440036001,1440039601,0.0,4.799388742711829,4.799388742711829
27,1440039601,1440043201,1.3263686714604954,0.7673352067165059,2.0937038781770014
28,1440043201,1440046801,0.0,0.987430530610558,0.987430530610558
29,1440046801,1440050401,0.0,0.9185700900742961,0.9185700900742961
30,1440050401,1440054001,0.9185552094715231,11.951653211727788,12.870208421199312
31,1440054001,1440057601,2.239021235624323,27.876706648888042,30.115727884512367
32,1440057601,1440061201,0.9185552094715231,41.09048385036424,42.009039059835764
33,1440061201,1440064801,4.1293112955566595,31.256934367553843,35.3862456631105
34,1440064801,1440068401,6.050940453059425,38.667872114157966,44.71881256721739
35,1440068401,1440072001,2.087933844155698,37.698422601157944,39.78635644531364
36,1440072001,1440075601,3.8257122814733346,44.5010507010157,48.326762982489036
37,1440075601,1440079201,14.509668703791387,44.48308072296778,58.99274942675917
38,1440079201,1440082801,7.507543722475552,42.625538706515286,50.133082428990846
39,1440082801,1440086401,10.934852064481326,54.29920499564934,65.23405706013067
40,1440086401,1440090001,9.682634097370881,57.1713219919391,66.85395608930999
41,1440090001,1440093601,8.720231532926634,48.45536699883901,57.175598531765644
42,1440093601,1440097201,10.009107959973898,74.5718436509873,84.5809516109612
43,1440097201,1440100801,6.6761426431989035,92.00156052341028,98.67770316660918
44,1440100801,1440104401,7.319674011823874,114.68622596489625,122.00589997672014
45,1440104401,1440108001,15.239806705993438,95.3292609993105,110.56906770530394
46,1440108001,1440111601,14.041399514951411,68.01258983023463,82.05398934518604
47,1440111601,1440115201,6.498282732085885,77.19451182333148,83.69279455541738
48,1440115201,1440118801,2.73784186512445,26.751136508573268,29.48897837369772
49,1440118801,1440122401,3.03846409736984,13.379154410287423,16.417618507657263
50,1440122401,1440126001,0.9371805471286773,4.799534023702078,5.736714570830756
51,1440126001,1440129601,1.8371104189430463,0.7246376811594204,2.5617481001024665
52,1440129601,1440133201,3.1225049773122677,1.052000340908858,4.174505318221126
53,1440133201,1440136801,0.0,5.596907136606071,5.596907136606071
54,1440136801,1440140401,1.0808547080654087,6.444020059320245,7.524874767385653
55,1440140401,1440144001,0.0,26.824832760998895,26.824832760998895
56,1440144001,1440147601,1.8371104189430463,29.473700508279844,31.310810927222892
57,1440147601,1440151201,3.6508176318197916,41.24804856283844,44.89886619465823
58,1440151201,1440154801,0.9185552094715231,39.84470585044662,40.76326105991815
59,1440154801,1440158401,8.600973756764905,31.02701881324243,39.627992570007336
60,1440158401,1440162001,1.691769096678087,36.71617599921093,38.40794509588902
61,1440162001,1440165601,8.67260027946218,44.76389857152612,53.4364988509883
62,1440165601,1440169201,16.533956792624366,52.04572551628781,68.57968230891218
63,1440169201,1440172801,13.198559828294554,54.30911415384294,67.50767398213749
64,1440172801,1440176401,2.8501278691222613,67.52084255739541,70.37097042651767
65,1440176401,1440180001,11.039434155737471,57.37652140975669,68.41595556549416
66,1440180001,1440183601,13.70553892466158,61.12175941546583,74.82729834012741
67,1440183601,1440187201,8.144923300648045,114.57748990781697,122.72241320846501
68,1440187201,1440190801,10.890868321191624,59.86841605165212,70.75928437284374
69,1440190801,1440194401,11.576677365530756,46.17523356425159,57.75191092978235
70,1440194401,1440198001,7.193366540236279,57.58966343779224,64.78302997802851
71,1440198001,1440201601,7.7110732635858295,40.185025997474284,47.896099261060115
72,1440201601,1440205201,7.01375068833782,44.358228093204765,51.37197878154258
73,1440205201,1440208801,2.7470798014763917,9.931674309049724,12.678754110526116
74,1440208801,1440212401,2.503662733975932,8.378846257464925,10.882508991440858
75,1440212401,1440216001,0.7246376811594204,2.9410078002998103,3.6656454814592307
76,1440216001,1440219601,-0.03418824494908241,0.9185700900742961,0.8843818451252137
