hour,start_ts,end_ts,twitter_density,inst_density,total
0,1439942401,1439946001,0.0,2.601942505601009,2.601942505601009
1,1439946001,1439949601,0.0,0.16843767264038853,0.16843767264038853
2,1439949601,1439953201,0.0,0.33687534528077706,0.33687534528077706
3,1439953201,1439956801,0.0,0.16843767264038853,0.16843767264038853
4,1439956801,1439960401,0.0,0.0,0.0
5,1439960401,1439964001,0.0,0.36348623886144815,0.36348623886144815
6,1439964001,1439967601,0.0,0.38700094589636425,0.38700094589636425
7,1439967601,1439971201,0.24699300688136636,0.38876365502149157,0.635756661902858
8,1439971201,1439974801,0.0,1.6363244791866776,1.6363244791866776
9,1439974801,1439978401,0.3893921249958313,2.365966426756998,2.7553585517528294
10,1439978401,1439982001,0.1684568865992558,1.2783741718021984,1.446831058401454
11,1439982001,1439985601,0.6681348881632279,1.468573930962926,2.1367088191261536
12,1439985601,1439989201,0.5819535545620103,1.3844741900983768,1.966427744660387
13,1439989201,1439992801,0.17799635558390065,5.799295971982798,5.9772923275666985
14,1439992801,1439996401,0.20833333333333334,4.766143643505018,4.974476976838351
15,1439996401,1440000001,3.1493007674330493,0.8455531808410588,3.994853948274108
16,1440000001,1440003601,0.9457338390941519,3.0246156185390567,3.9703494576332083
17,1440003601,1440007201,0.5223644903041695,4.993402326916699,5.515766817220868
18,1440007201,1440010801,2.0995402152406464,6.1029198414271235,8.202460056667771
19,1440010801,1440014401,0.8974161636557234,5.823182817339204,6.720598980994929
20,1440014401,1440018001,0.7192007817445719,3.6696036014326605,4.3888043831772325
21,1440018001,1440021601,0.9607670868031809,4.733970832172589,5.69473791897577
22,1440021601,1440025201,1.9372186373453804,4.327659940874144,6.264878578219523
23,1440025201,1440028801,0.22977743890079197,5.0962285341673255,5.326005973068118
24,1440028801,1440032401,0.9026316826175222,1.776899319996778,2.6795310026143
25,1440032401,1440036001,0.0,1.1050357035144363,1.1050357035144363
26,1440036001,1440039601,0.0,0.5211096892370053,0.5211096892370053
27,1440039601,1440043201,0.0,0.16843767264038853,0.16843767264038853
28,1440043201,1440046801,0.0,0.25337913969253134,0.25337913969253134
29,1440046801,1440050401,0.0,0.0,0.0
