hour,start_ts,end_ts,twitter_density,inst_density,total
0,1439942401,1439946001,0.0,2.6409286734084394,2.6409286734084394
1,1439946001,1439949601,0.0,0.0,0.0
2,1439949601,1439953201,0.0,0.0,0.0
3,1439953201,1439956801,0.0,0.0,0.0
4,1439956801,1439960401,0.0,0.0,0.0
5,1439960401,1439964001,0.0,0.0,0.0
6,1439964001,1439967601,0.0,0.0,0.0
7,1439967601,1439971201,0.0,0.0,0.0
8,1439971201,1439974801,0.0,0.0,0.0
9,1439974801,1439978401,0.0,0.0,0.0
10,1439978401,1439982001,0.0,1.3204643367042197,1.3204643367042197
11,1439982001,1439985601,0.0,0.0,0.0
12,1439985601,1439989201,0.7078168723878401,0.0,0.7078168723878401
13,1439989201,1439992801,0.0,1.2763432657724347,1.2763432657724347
14,1439992801,1439996401,0.0,2.6409286734084394,2.6409286734084394
15,1439996401,1440000001,1.3913093563611936,0.0,1.3913093563611936
16,1440000001,1440003601,0.0,0.0,0.0
17,1440003601,1440007201,0.0,3.926356941811385,3.926356941811385
18,1440007201,1440010801,0.9033522644987978,1.3204643367042197,2.2238166012030174
19,1440010801,1440014401,0.0,3.6640008597763516,3.6640008597763516
20,1440014401,1440018001,0.0,2.2843787265943134,2.2843787265943134
21,1440018001,1440021601,0.0,0.0,0.0
22,1440021601,1440025201,1.007252363426162,3.9500097596260586,4.957262123052221
23,1440025201,1440028801,1.050123587899504,5.852500465016567,6.902624052916071
24,1440028801,1440032401,2.0946253850081242,0.9585663370901786,3.0531917220983025
25,1440032401,1440036001,0.0,0.0,0.0
26,1440036001,1440039601,0.0,1.2763432657724347,1.2763432657724347
27,1440039601,1440043201,0.0,0.0,0.0
28,1440043201,1440046801,0.0,0.0,0.0
29,1440046801,1440050401,0.0,0.0,0.0
30,1440050401,1440054001,0.0,0.0,0.0
31,1440054001,1440057601,1.3204660261528,0.0,1.3204660261528
32,1440057601,1440061201,0.0,2.6409286734084394,2.6409286734084394
33,1440061201,1440064801,0.0,0.0,0.0
34,1440064801,1440068401,0.0,1.2763432657724347,1.2763432657724347
35,1440068401,1440072001,0.0,1.3204643367042197,1.3204643367042197
36,1440072001,1440075601,0.0,2.7024321024662283,2.7024321024662283
37,1440075601,1440079201,0.0,4.035795265193974,4.035795265193974
38,1440079201,1440082801,0.0,0.0,0.0
39,1440082801,1440086401,1.0178613064441748,0.9585663370901786,1.9764276435343535
40,1440086401,1440090001,0.0,1.3204643367042197,1.3204643367042197
41,1440090001,1440093601,0.0,2.5968076024766544,2.5968076024766544
42,1440093601,1440097201,0.0,2.6409286734084394,2.6409286734084394
43,1440097201,1440100801,0.0,2.6409286734084394,2.6409286734084394
44,1440100801,1440104401,0.0,0.0,0.0
45,1440104401,1440108001,0.0,2.3256449994272637,2.3256449994272637
46,1440108001,1440111601,0.0,0.0,0.0
47,1440111601,1440115201,0.0,1.3204643367042197,1.3204643367042197
48,1440115201,1440118801,0.0,0.0,0.0
49,1440118801,1440122401,0.0,0.0,0.0
50,1440122401,1440126001,0.0,0.0,0.0
51,1440126001,1440129601,0.0,0.7246376811594204,0.7246376811594204
52,1440129601,1440133201,0.0,-2.173913043478261,-2.173913043478261
53,1440133201,1440136801,0.0,0.0,0.0
54,1440136801,1440140401,0.0,2.7697396990230607,2.7697396990230607
55,1440140401,1440144001,0.0,2.7138153529528286,2.7138153529528286
56,1440144001,1440147601,0.0,1.4492753623188408,1.4492753623188408
57,1440147601,1440151201,0.0,0.5958266555447996,0.5958266555447996
58,1440151201,1440154801,0.0,2.0451020178636403,2.0451020178636403
59,1440154801,1440158401,0.7246376811594204,-0.12881102561462074,0.5958266555447996
60,1440158401,1440162001,-0.08146717041858831,-0.06464235980612575,-0.14610953022471404
61,1440162001,1440165601,1.3913093563611936,2.86226265882763,4.253572015188824
62,1440165601,1440169201,1.7618758604134066,0.5958266555447996,2.357702515958206
63,1440169201,1440172801,-0.7246376811594204,-0.7246376811594204,-1.4492753623188408
64,1440172801,1440176401,0.0,-0.12881102561462074,-0.12881102561462074
65,1440176401,1440180001,0.633772653622446,1.4492753623188408,2.0830480159412867
66,1440180001,1440183601,2.782618712722387,-2.7315217940936227,0.051096918628764434
67,1440183601,1440187201,-1.4492753623188408,-5.330085819345184,-6.779361181664025
68,1440187201,1440190801,1.4492753623188408,7.8258768129325755,9.275152175251417
69,1440190801,1440194401,0.1787145833393774,2.8985507246376816,3.0772653079770587
70,1440194401,1440198001,1.4492753623188408,7.117565785979582,8.566841148298423
